SampleID	A01	A02	A03	A04	A05	A06	A07	A08	A09	B10	B11	B12	B13	B14	B15	B16	B17	B18	C19	C20	C21	C22	C23	C24	C25	C26	C27
Unassigned;Other;Other;Other	0.000271812992661	0.000271812992661	0.000116491282569	0.000465965130276	0.000660117267891	0.000116491282569	0.000116491282569	0.000543625985322	0.000271812992661	7.7660855046e-05	0.000465965130276	0.000349473847707	0.00163087795597	7.7660855046e-05	0.000660117267891	0.000427134702753	0.0	0.000465965130276	0.000116491282569	0.000349473847707	0.000155321710092	0.000543625985322	0.000155321710092	0.000349473847707	0.000155321710092	0.000232982565138	0.000116491282569
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.000116491282569	0.0	3.8830427523e-05	0.00104842154312	0.000194152137615	0.000310643420184	3.8830427523e-05	0.00178619966606	3.8830427523e-05	0.000116491282569	0.000155321710092	3.8830427523e-05	0.0	3.8830427523e-05	7.7660855046e-05	3.8830427523e-05	0.0	3.8830427523e-05	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.00683415524405	0.000698947695414	0.00427134702753	0.00931930260552	0.00279579078166	0.00881450704772	0.00166970838349	0.00108725197064	0.00267929949909	0.00128140410826	0.00310643420184	0.00570807284588	0.00531976857065	0.0048926338679	0.00528093814313	0.00139789539083	0.00232982565138	0.00198035180367	0.00415485574496	0.000698947695414	0.00473731215781	0.00349473847707	0.00512561643304	0.00163087795597	0.0015143866734	0.00155321710092	0.000893099833029
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0242301867744	0.00850386362754	0.0106783675688	0.0102124024386	0.00190269094863	0.0218615306955	0.00947462431561	0.012619888945	0.0766900943579	0.0120762629597	0.00493146429542	0.0213955655652	0.0165029316973	0.0291228206423	0.00862035491011	0.00683415524405	0.0192598920514	0.00283462120918	0.00896982875781	0.0185221139285	0.0185997747835	0.0162311187046	0.0256669125927	0.0102124024386	0.00749427251194	0.00493146429542	0.0128917019376
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	3.8830427523e-05	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.565836989865	0.357006950647	0.35413349901	0.478818001786	0.370675261135	0.496641168019	0.418708499981	0.536636508368	0.440919504524	0.267619306489	0.443249330175	0.296082009863	0.386751058129	0.287888789656	0.3963033433	0.480759523162	0.259076612434	0.343649283579	0.509765852522	0.709742554266	0.418980312973	0.545334524133	0.416572826467	0.31227429814	0.255426552246	0.258300003883	0.339222614841
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.000737778122937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0	0.0	0.0	0.000232982565138	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
